sample_id	lanelet_id	sequencescape_id	sanger_id	diff_start	salmonella_date	accession	full_name
cuau_B	15326_1#22	2192899	cuau_B	2014-09-27	2014-11-20	SAMEA103884882	HPSI0513i-cuau_2 derived macrophage day 54 with IFNg
cuau_C	15326_1#23	2192900	cuau_C	2014-09-27	2014-11-20	SAMEA103885134	HPSI0513i-cuau_2 derived macrophage day 54 with salmonella
cuau_D	15326_1#24	2192901	cuau_D	2014-09-27	2014-11-20	SAMEA103884989	HPSI0513i-cuau_2 derived macrophage day 54 with salmonella and IFNg
darw_A	15326_1#9	2192886	darw_A	2014-09-28	2014-11-05	SAMEA103884874	HPSI0713i-darw_2 derived macrophage day 38 untreated
darw_B	15326_1#10	2192887	darw_B	2014-09-28	2014-11-05	SAMEA103885265	HPSI0713i-darw_2 derived macrophage day 38 with IFNg
darw_C	15326_1#11	2192888	darw_C	2014-09-28	2014-11-05	SAMEA103885271	HPSI0713i-darw_2 derived macrophage day 38 with salmonella
darw_D	15326_1#12	2192889	darw_D	2014-09-28	2014-11-05	SAMEA103884972	HPSI0713i-darw_2 derived macrophage day 38 with salmonella and IFNg
debk_A	15326_5#13	2192914	debk_A	2014-10-16	2014-11-26	SAMEA103885036	HPSI0513i-debk_7 derived macrophage day 41 untreated
debk_B	15326_5#14	2192915	debk_B	2014-10-16	2014-11-26	SAMEA103885236	HPSI0513i-debk_7 derived macrophage day 41 with IFNg
debk_C	15326_5#15	2192916	debk_C	2014-10-16	2014-11-26	SAMEA103885256	HPSI0513i-debk_7 derived macrophage day 41 with salmonella
debk_D	15326_5#16	2192917	debk_D	2014-10-16	2014-11-26	SAMEA103885188	HPSI0513i-debk_7 derived macrophage day 41 with salmonella and IFNg
ffdm_A	15326_1#1	2192878	ffdm_A	2014-09-12	2014-10-13	SAMEA103885002	HPSI0813i-ffdm_3 derived macrophage day 31 untreated
ffdm_B	15326_1#2	2192879	ffdm_B	2014-09-12	2014-10-13	SAMEA103885184	HPSI0813i-ffdm_3 derived macrophage day 31 with IFNg
ffdm_C	15326_1#3	2192880	ffdm_C	2014-09-12	2014-10-13	SAMEA103884924	HPSI0813i-ffdm_3 derived macrophage day 31 with salmonella
ffdm_D	15326_1#4	2192881	ffdm_D	2014-09-12	2014-10-13	SAMEA103885001	HPSI0813i-ffdm_3 derived macrophage day 31 with salmonella and IFNg
fpdl_A_2	13927_1#9	2025994	ffdp_A	2014-03-25	2014-06-03	SAMEA103884888	HPSI0813i-fpdl_1 derived macrophage replicate 2 day 70 untreated
fpdl_B_2	13927_1#10	2025995	ffdp_B	2014-03-25	2014-06-03	SAMEA103885289	HPSI0813i-fpdl_1 derived macrophage replicate 2 day 70 with IFNg
fpdl_C_2	13927_1#11	2025996	ffdp_C	2014-03-25	2014-06-03	SAMEA103885251	HPSI0813i-fpdl_1 derived macrophage replicate 2 day 70 with salmonella
fpdl_D_2	13927_1#12	2025997	ffdp_D	2014-03-25	2014-06-03	SAMEA103884986	HPSI0813i-fpdl_1 derived macrophage replicate 2 day 70 with salmonella and IFNg
fpdj_A	15223_4#17	2176574	fpdj_A	2014-08-15	2014-09-18	SAMEA103884893	HPSI0813i-fpdj_3 derived macrophage replicate 1 day 34 untreated
fpdj_A_2	15326_5#21	2192922	fpdj_A_2	2014-10-29	2014-11-26	SAMEA103885346	HPSI0813i-fpdj_3 derived macrophage replicate 2 day 28 untreated
fpdj_B	15223_4#18	2176575	fpdj_B	2014-08-15	2014-09-18	SAMEA103885321	HPSI0813i-fpdj_3 derived macrophage replicate 1 day 34 with IFNg
fpdj_B_2	15326_5#22	2192923	fpdj_B_2	2014-10-29	2014-11-26	SAMEA103885098	HPSI0813i-fpdj_3 derived macrophage replicate 2 day 28 with IFNg
fpdj_C	15223_4#19	2176576	fpdj_C	2014-08-15	2014-09-18	SAMEA103885234	HPSI0813i-fpdj_3 derived macrophage replicate 1 day 34 with salmonella
fpdj_C_2	15326_5#23	2192924	fpdj_C_2	2014-10-29	2014-11-26	SAMEA103885110	HPSI0813i-fpdj_3 derived macrophage replicate 2 day 28 with salmonella
fpdj_D	15223_4#20	2176577	fpdj_D	2014-08-15	2014-09-18	SAMEA103884969	HPSI0813i-fpdj_3 derived macrophage replicate 1 day 34 with salmonella and IFNg
fpdj_D_2	15326_5#24	2192925	fpdj_D_2	2014-10-29	2014-11-26	SAMEA103885088	HPSI0813i-fpdj_3 derived macrophage replicate 2 day 28 with salmonella and IFNg
fpdl_A	15223_5#9	2176586	fpdl_A	2014-09-05	2014-10-22	SAMEA103885154	HPSI0813i-fpdl_1 derived macrophage replicate 1 day 47 untreated
fpdl_B	15223_5#10	2176587	fpdl_B	2014-09-05	2014-10-22	SAMEA103885332	HPSI0813i-fpdl_1 derived macrophage replicate 1 day 47 with IFNg
fpdl_C	15223_5#11	2176588	fpdl_C	2014-09-05	2014-10-22	SAMEA103885011	HPSI0813i-fpdl_1 derived macrophage replicate 1 day 47 with salmonella
fpdl_D	15223_5#12	2176589	fpdl_D	2014-09-05	2014-10-22	SAMEA103884977	HPSI0813i-fpdl_1 derived macrophage replicate 1 day 47 with salmonella and IFNg
funp_A	15223_4#5	2176562	funp_A	2014-07-19	2014-08-22	SAMEA103885053	HPSI0613i-funp_3 derived macrophage day 34 untreated
funp_B	15223_4#6	2176563	funp_B	2014-07-19	2014-08-22	SAMEA103885192	HPSI0613i-funp_3 derived macrophage day 34 with IFNg
funp_C	15223_4#7	2176564	funp_C	2014-07-19	2014-08-22	SAMEA103884881	HPSI0613i-funp_3 derived macrophage day 34 with salmonella
funp_D	15223_4#8	2176565	funp_D	2014-07-19	2014-08-22	SAMEA103885025	HPSI0613i-funp_3 derived macrophage day 34 with salmonella and IFNg
giuo_A	15223_5#21	2176598	giuo_A	2014-10-10	2014-11-05	SAMEA103885240	HPSI0613i-giuo_4 derived macrophage day 26 untreated
giuo_B	15223_5#22	2176599	giuo_B	2014-10-10	2014-11-05	SAMEA103884933	HPSI0613i-giuo_4 derived macrophage day 26 with IFNg
giuo_C	15223_5#23	2176600	giuo_C	2014-10-10	2014-11-05	SAMEA103885171	HPSI0613i-giuo_4 derived macrophage day 26 with salmonella
giuo_D	15223_5#24	2176601	giuo_D	2014-10-10	2014-11-05	SAMEA103885155	HPSI0613i-giuo_4 derived macrophage day 26 with salmonella and IFNg
golb_A	15223_5#13	2176590	golb_A	2014-09-12	2014-10-22	SAMEA103884921	HPSI0513i-golb_1 derived macrophage day 40 untreated
golb_B	15223_5#14	2176591	golb_B	2014-09-12	2014-10-22	SAMEA103885296	HPSI0513i-golb_1 derived macrophage day 40 with IFNg
golb_C	15223_5#15	2176592	golb_C	2014-09-12	2014-10-22	SAMEA103884941	HPSI0513i-golb_1 derived macrophage day 40 with salmonella
golb_D	15223_5#16	2176593	golb_D	2014-09-12	2014-10-22	SAMEA103885062	HPSI0513i-golb_1 derived macrophage day 40 with salmonella and IFNg
gomv_A	15223_5#17	2176594	gomv_A	2014-09-16	2014-10-22	SAMEA103885131	HPSI0413i-gomv_3 derived macrophage day 36 untreated
gomv_B	15223_5#18	2176595	gomv_B	2014-09-16	2014-10-22	SAMEA103885323	HPSI0413i-gomv_3 derived macrophage day 36 with IFNg
gomv_C	15223_5#19	2176596	gomv_C	2014-09-16	2014-10-22	SAMEA103885246	HPSI0413i-gomv_3 derived macrophage day 36 with salmonella
gomv_D	15223_5#20	2176597	gomv_D	2014-09-16	2014-10-22	SAMEA103884979	HPSI0413i-gomv_3 derived macrophage day 36 with salmonella and IFNg
hikj_A	15367_2#17	2176550	hikj_A	2014-05-21	2014-07-15	SAMEA103885269	HPSI0613i-hikj_1 derived macrophage day 55 untreated
hikj_B	15367_2#18	2176551	hikj_B	2014-05-21	2014-07-15	SAMEA103885327	HPSI0613i-hikj_1 derived macrophage day 55 with IFNg
hikj_C	15367_2#19	2176552	hikj_C	2014-05-21	2014-07-15	SAMEA103885049	HPSI0613i-hikj_1 derived macrophage day 55 with salmonella
hikj_D	15367_2#20	2176553	hikj_D	2014-05-21	2014-07-15	SAMEA103885348	HPSI0613i-hikj_1 derived macrophage day 55 with salmonella and IFNg
huls_A	15223_5#1	2176578	huls_A	2014-08-13	2014-09-18	SAMEA103885020	HPSI0513i-huls_1 derived macrophage day 36 untreated
huls_B	15223_5#2	2176579	huls_B	2014-08-13	2014-09-18	SAMEA103885257	HPSI0513i-huls_1 derived macrophage day 36 with IFNg
huls_C	15223_5#3	2176580	huls_C	2014-08-13	2014-09-18	SAMEA103885153	HPSI0513i-huls_1 derived macrophage day 36 with salmonella
huls_D	15223_5#4	2176581	huls_D	2014-08-13	2014-09-18	SAMEA103885309	HPSI0513i-huls_1 derived macrophage day 36 with salmonella and IFNg
iasn_A	15367_2#1	2176534	iasn_A	2014-03-27	2014-06-03	SAMEA103885338	HPSI0513i-iasn_3 derived macrophage day 68 untreated
iasn_B	15367_2#2	2176535	iasn_B	2014-03-27	2014-06-03	SAMEA103885143	HPSI0513i-iasn_3 derived macrophage day 68 with IFNg
iasn_C	15367_2#3	2176536	iasn_C	2014-03-27	2014-06-03	SAMEA103885360	HPSI0513i-iasn_3 derived macrophage day 68 with salmonella
iasn_D	15367_2#4	2176537	iasn_D	2014-03-27	2014-06-03	SAMEA103885241	HPSI0513i-iasn_3 derived macrophage day 68 with salmonella and IFNg
kaks_A	15223_5#5	2176582	kaks_A	2014-09-26	2014-10-22	SAMEA103885268	HPSI0713i-kaks_3 derived macrophage day 26 untreated
kaks_B	15223_5#6	2176583	kaks_B	2014-09-26	2014-10-22	SAMEA103885306	HPSI0713i-kaks_3 derived macrophage day 26 with IFNg
kaks_C	15223_5#7	2176584	kaks_C	2014-09-26	2014-10-22	SAMEA103885267	HPSI0713i-kaks_3 derived macrophage day 26 with salmonella
kaks_D	15223_5#8	2176585	kaks_D	2014-09-26	2014-10-22	SAMEA103885239	HPSI0713i-kaks_3 derived macrophage day 26 with salmonella and IFNg
liun_A	13927_1#5	2025990	liun_A	2014-04-30	2014-06-14	SAMEA103885400	HPSI0613i-liun_2 derived macrophage day 45 untreated
liun_B	13927_1#6	2025991	liun_B	2014-04-30	2014-06-14	SAMEA103885112	HPSI0613i-liun_2 derived macrophage day 45 with IFNg
liun_C	13927_1#7	2025992	liun_C	2014-04-30	2014-06-14	SAMEA103885130	HPSI0613i-liun_2 derived macrophage day 45 with salmonella
liun_D	13927_1#8	2025993	liun_D	2014-04-30	2014-06-14	SAMEA103885090	HPSI0613i-liun_2 derived macrophage day 45 with salmonella and IFNg
oarz_A_2	15326_5#17	2192918	oarz_A_2	2014-10-06	2014-11-05	SAMEA103885353	HPSI0513i-oarz_2 derived macrophage day 30 untreated
oarz_B_2	15326_5#18	2192919	oarz_B_2	2014-10-06	2014-11-05	SAMEA103885129	HPSI0513i-oarz_2 derived macrophage day 30 with IFNg
oarz_C_2	15326_5#19	2192920	oarz_C_2	2014-10-06	2014-11-05	SAMEA103885244	HPSI0513i-oarz_2 derived macrophage day 30 with salmonella
oarz_D_2	15326_5#20	2192921	oarz_D_2	2014-10-06	2014-11-05	SAMEA103885361	HPSI0513i-oarz_2 derived macrophage day 30 with salmonella and IFNg
oeoo_A	15326_1#5	2192882	oeoo_A	2014-08-16	2014-10-13	SAMEA103885180	HPSI0513i-oeoo_2 derived macrophage day 58 untreated
oeoo_B	15326_1#6	2192883	oeoo_B	2014-08-16	2014-10-13	SAMEA103885402	HPSI0513i-oeoo_2 derived macrophage day 58 with IFNg
oeoo_C	15326_1#7	2192884	oeoo_C	2014-08-16	2014-10-13	SAMEA103884900	HPSI0513i-oeoo_2 derived macrophage day 58 with salmonella
oeoo_D	15326_1#8	2192885	oeoo_D	2014-08-16	2014-10-13	SAMEA103885283	HPSI0513i-oeoo_2 derived macrophage day 58 with salmonella and IFNg
oomz_A	13927_1#1	2025986	oomz_A	2014-05-14	2014-06-14	SAMEA103884915	HPSI0613i-oomz_2 derived macrophage day 31 untreated
oomz_B	13927_1#2	2025987	oomz_B	2014-05-14	2014-06-14	SAMEA103885292	HPSI0613i-oomz_2 derived macrophage day 31 with IFNg
oomz_C	13927_1#3	2025988	oomz_C	2014-05-14	2014-06-14	SAMEA103885133	HPSI0613i-oomz_2 derived macrophage day 31 with salmonella
oomz_D	13927_1#4	2025989	oomz_D	2014-05-14	2014-06-14	SAMEA103884926	HPSI0613i-oomz_2 derived macrophage day 31 with salmonella and IFNg
ougl_A	13927_1#13	2026002	ougl_A	2014-03-21	2014-06-03	SAMEA103884899	HPSI0413i-ougl_3 derived macrophage replicate 1 day 74 untreated
ougl_B	13927_1#14	2026003	ougl_B	2014-03-21	2014-06-03	SAMEA103885277	HPSI0413i-ougl_3 derived macrophage replicate 1 day 74 with IFNg
ougl_C	13927_1#15	2026004	ougl_C	2014-03-21	2014-06-03	SAMEA103885373	HPSI0413i-ougl_3 derived macrophage replicate 1 day 74 with salmonella
ougl_D	13927_1#16	2026005	ougl_D	2014-03-21	2014-06-03	SAMEA103885169	HPSI0413i-ougl_3 derived macrophage replicate 1 day 74 with salmonella and IFNg
peop_A	15367_2#5	2176538	peop_A	2014-03-03	2014-06-03	SAMEA103884880	HPSI0413i-peop_2 derived macrophage day 92 untreated
peop_B	15367_2#6	2176539	peop_B	2014-03-03	2014-06-03	SAMEA103885326	HPSI0413i-peop_2 derived macrophage day 92 with IFNg
peop_C	15367_2#7	2176540	peop_C	2014-03-03	2014-06-03	SAMEA103885261	HPSI0413i-peop_2 derived macrophage day 92 with salmonella
peop_D	15367_2#8	2176541	peop_D	2014-03-03	2014-06-03	SAMEA103885307	HPSI0413i-peop_2 derived macrophage day 92 with salmonella and IFNg
qanu_A	15367_2#9	2176542	qanu_A	2014-05-14	2014-06-14	SAMEA103885177	HPSI0613i-qanu_2 derived macrophage day 31 untreated
qanu_B	15367_2#10	2176543	qanu_B	2014-05-14	2014-06-14	SAMEA103885370	HPSI0613i-qanu_2 derived macrophage day 31 with IFNg
qanu_C	15367_2#11	2176544	qanu_C	2014-05-14	2014-06-14	SAMEA103885367	HPSI0613i-qanu_2 derived macrophage day 31 with salmonella
qanu_D	15367_2#12	2176545	qanu_D	2014-05-14	2014-06-14	SAMEA103885297	HPSI0613i-qanu_2 derived macrophage day 31 with salmonella and IFNg
qimz_A	15223_4#1	2176554	qimz_A	2014-05-21	2014-07-15	SAMEA103885393	HPSI0713i-qimz_1 derived macrophage day 55 untreated
qimz_B	15223_4#2	2176555	qimz_B	2014-05-21	2014-07-15	SAMEA103885161	HPSI0713i-qimz_1 derived macrophage day 55 with IFNg
qimz_C	15223_4#3	2176556	qimz_C	2014-05-21	2014-07-15	SAMEA103885123	HPSI0713i-qimz_1 derived macrophage day 55 with salmonella
qimz_D	15223_4#4	2176557	qimz_D	2014-05-21	2014-07-15	SAMEA103884956	HPSI0713i-qimz_1 derived macrophage day 55 with salmonella and IFNg
voas_A	15326_5#9	2192910	voas_A	2014-10-16	2014-11-26	SAMEA103884889	HPSI0813i-voas_2 derived macrophage day 41 untreated
voas_B	15326_5#10	2192911	voas_B	2014-10-16	2014-11-26	SAMEA103885139	HPSI0813i-voas_2 derived macrophage day 41 with IFNg
voas_C	15326_5#11	2192912	voas_C	2014-10-16	2014-11-26	SAMEA103885406	HPSI0813i-voas_2 derived macrophage day 41 with salmonella
