sample	donor	flow_date	mean1	mean2	sigmasq1	sigmasq2	channel	purity
hayt_161015	hayt	2015-10-16	2.01858008438736	2.43712896123976	0.06902110624123	0.0240573776477103	Pacific.Blue.A	0.931034482758621
hehd_171115	hehd	2015-11-17	1.09765791578978	2.1274535554776	0.0666520554905173	0.0577406427995932	APC.A	0.961139896373057
hehd_171115	hehd	2015-11-17	1.27623817559864	2.73532910483227	0.0587508353401899	0.219467224111364	PE.A	0.971358664363846
hehd_171115	hehd	2015-11-17	1.40771739629722	2.48584673627155	0.0610284585417916	0.0468426477682451	Pacific.Blue.A	0.965601611974669
heja_130815	heja	2015-08-13	1.70439258549079	2.69056389655769	0.214143387831069	0.0448783323089655	APC.A	0.930844293593551
heja_130815	heja	2015-08-13	1.50359642519686	3.17799258256208	0.118878365712023	0.105495543048117	PE.A	0.935299109036911
heja_130815	heja	2015-08-13	1.57895383691192	2.84972005722534	0.121459106401448	0.0270008788044516	Pacific.Blue.A	0.94548154433602
hiaf_210715	hiaf	2015-07-21	0.918828938999102	2.21893115250344	0.0679772350057829	0.0553054285532166	APC.A	0.989864864864865
hiaf_210715	hiaf	2015-07-21	1.04838315537334	1.64811143883772	0.0654768299676072	0.311953365737849	PE.A	1
hiaf_210715	hiaf	2015-07-21	1.11026218151396	2.04397241288864	0.0839618382385231	0.0574969781276625	Pacific.Blue.A	0.994256756756757
hikj_010714	hikj	2014-07-01	1.23174689156328	2.296012907685	0.051399690406782	0.0462739416467794	APC.A	0.98635477582846
hikj_010714	hikj	2014-07-01	0.891963860831432	1.87620025054528	0.0506805616007757	0.311533826504584	PE.A	0.999822789296474
hikj_010714	hikj	2014-07-01	0.979289809518235	2.43335468369051	0.0510865436988917	0.0335062407615571	Pacific.Blue.A	0.996810207336523
huls_190914	huls	2014-09-19	1.08266337892319	2.64698472786084	0.0657638306320153	0.0559609404517638	APC.A	0.969049043062201
huls_190914	huls	2014-09-19	1.39312147396568	3.10120532845004	0.0634756465829606	0.103610747020008	PE.A	0.968450956937799
huls_190914	huls	2014-09-19	1.33013500200895	2.64742891572847	0.118058168053492	0.0408381604882576	Pacific.Blue.A	0.967703349282297
iasn_200514	iasn	2014-05-20	1.09624482627271	2.7215398737273	0.0585801531242047	0.0636936786096679	APC.A	0.982655826558266
iasn_200514	iasn	2014-05-20	1.16121202747484	2.2989974713001	0.0665912359881003	0.188541138699419	PE.A	0.985094850948509
iasn_200514	iasn	2014-05-20	1.39514631654928	2.6616080014781	0.0457932260676955	0.0316381322615251	Pacific.Blue.A	0.985094850948509
