Sample ID	User ID	Date 	Time 	ng/ul 	A260 	A280 	260/280 	260/230 	Constant 	Cursor Pos.	Cursor abs.	340 raw
qaqx A	Default	12/7/2015	2:43 PM	570.55	14.264	6.892	2.07	2.11	40.00	229	6.766	-0.297
qaqx B	Default	12/7/2015	2:44 PM	607.60	15.190	7.410	2.05	2.11	40.00	229	7.198	-0.511
qaqx C	Default	12/7/2015	2:45 PM	238.70	5.967	2.885	2.07	1.94	40.00	229	3.080	0.018
qaqx D	Default	12/7/2015	2:46 PM	149.88	3.747	1.817	2.06	1.71	40.00	229	2.208	0.015
babk A	Default	12/7/2015	2:47 PM	27.66	0.691	0.347	1.99	1.19	40.00	229	0.589	0.110
babk B	Default	12/7/2015	2:48 PM	30.31	0.758	0.374	2.03	1.59	40.00	229	0.480	0.008
babk C	Default	12/7/2015	2:49 PM	24.43	0.611	0.303	2.02	1.35	40.00	229	0.458	0.044
babk D	Default	12/7/2015	2:50 PM	18.21	0.455	0.226	2.02	0.59	40.00	229	0.799	0.055
